Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,070255,1984,05,01,0.0,,Y
IDCJAC0009,070255,1984,05,02,0.0,,Y
IDCJAC0009,070255,1984,05,03,0.0,,Y
IDCJAC0009,070255,1984,05,04,0.0,,Y
IDCJAC0009,070255,1984,05,05,0.0,,Y
IDCJAC0009,070255,1984,05,06,6.0,1,Y
IDCJAC0009,070255,1984,05,07,20.0,1,Y
IDCJAC0009,070255,1984,05,08,0.0,,Y
IDCJAC0009,070255,1984,05,09,0.0,,Y
IDCJAC0009,070255,1984,05,10,0.0,,Y
IDCJAC0009,070255,1984,05,11,0.0,,Y
IDCJAC0009,070255,1984,05,12,0.0,,Y
IDCJAC0009,070255,1984,05,13,0.0,,Y
IDCJAC0009,070255,1984,05,14,0.0,,Y
IDCJAC0009,070255,1984,05,15,0.0,,Y
IDCJAC0009,070255,1984,05,16,0.0,,Y
IDCJAC0009,070255,1984,05,17,0.0,,Y
IDCJAC0009,070255,1984,05,18,0.0,,Y
IDCJAC0009,070255,1984,05,19,0.0,,Y
IDCJAC0009,070255,1984,05,20,0.0,,Y
IDCJAC0009,070255,1984,05,21,0.0,,Y
IDCJAC0009,070255,1984,05,22,0.0,,Y
IDCJAC0009,070255,1984,05,23,6.0,1,Y
IDCJAC0009,070255,1984,05,24,0.0,,Y
IDCJAC0009,070255,1984,05,25,0.0,,Y
IDCJAC0009,070255,1984,05,26,0.0,,Y
IDCJAC0009,070255,1984,05,27,0.0,,Y
IDCJAC0009,070255,1984,05,28,0.0,,Y
IDCJAC0009,070255,1984,05,29,0.0,,Y
IDCJAC0009,070255,1984,05,30,0.0,,Y
IDCJAC0009,070255,1984,05,31,0.0,,Y
IDCJAC0009,070255,1984,06,01,0.0,,Y
IDCJAC0009,070255,1984,06,02,0.0,,Y
IDCJAC0009,070255,1984,06,03,0.0,,Y
IDCJAC0009,070255,1984,06,04,0.0,,Y
IDCJAC0009,070255,1984,06,05,0.0,,Y
IDCJAC0009,070255,1984,06,06,0.0,,Y
IDCJAC0009,070255,1984,06,07,0.0,,Y
IDCJAC0009,070255,1984,06,08,0.8,1,Y
IDCJAC0009,070255,1984,06,09,0.0,,Y
IDCJAC0009,070255,1984,06,10,0.0,,Y
IDCJAC0009,070255,1984,06,11,0.0,,Y
IDCJAC0009,070255,1984,06,12,0.0,,Y
IDCJAC0009,070255,1984,06,13,0.0,,Y
IDCJAC0009,070255,1984,06,14,0.0,,Y
IDCJAC0009,070255,1984,06,15,0.0,,Y
IDCJAC0009,070255,1984,06,16,0.0,,Y
IDCJAC0009,070255,1984,06,17,0.0,,Y
IDCJAC0009,070255,1984,06,18,0.0,,Y
IDCJAC0009,070255,1984,06,19,10.4,1,Y
IDCJAC0009,070255,1984,06,20,3.4,1,Y
IDCJAC0009,070255,1984,06,21,0.0,,Y
IDCJAC0009,070255,1984,06,22,0.6,1,Y
IDCJAC0009,070255,1984,06,23,0.0,,Y
IDCJAC0009,070255,1984,06,24,0.0,,Y
IDCJAC0009,070255,1984,06,25,0.0,,Y
IDCJAC0009,070255,1984,06,26,0.0,,Y
IDCJAC0009,070255,1984,06,27,2.4,1,Y
IDCJAC0009,070255,1984,06,28,0.0,,Y
IDCJAC0009,070255,1984,06,29,0.0,,Y
IDCJAC0009,070255,1984,06,30,0.0,,Y
IDCJAC0009,070255,1984,07,01,0.0,,Y
IDCJAC0009,070255,1984,07,02,0.0,,Y
IDCJAC0009,070255,1984,07,03,0.0,,Y
IDCJAC0009,070255,1984,07,04,1.4,1,Y
IDCJAC0009,070255,1984,07,05,0.0,,Y
IDCJAC0009,070255,1984,07,06,0.0,,Y
IDCJAC0009,070255,1984,07,07,0.0,,Y
IDCJAC0009,070255,1984,07,08,0.0,,Y
IDCJAC0009,070255,1984,07,09,0.4,1,Y
IDCJAC0009,070255,1984,07,10,1.0,1,Y
IDCJAC0009,070255,1984,07,11,13.4,1,Y
IDCJAC0009,070255,1984,07,12,0.0,,Y
IDCJAC0009,070255,1984,07,13,0.0,,Y
IDCJAC0009,070255,1984,07,14,0.0,,Y
IDCJAC0009,070255,1984,07,15,0.0,,Y
IDCJAC0009,070255,1984,07,16,24.0,1,Y
IDCJAC0009,070255,1984,07,17,12.0,1,Y
IDCJAC0009,070255,1984,07,18,0.0,,Y
IDCJAC0009,070255,1984,07,19,0.0,,Y
IDCJAC0009,070255,1984,07,20,1.8,1,Y
IDCJAC0009,070255,1984,07,21,0.0,,Y
IDCJAC0009,070255,1984,07,22,0.4,1,Y
IDCJAC0009,070255,1984,07,23,22.0,1,Y
IDCJAC0009,070255,1984,07,24,0.0,,Y
IDCJAC0009,070255,1984,07,25,1.2,1,Y
IDCJAC0009,070255,1984,07,26,0.0,,Y
IDCJAC0009,070255,1984,07,27,8.2,1,Y
IDCJAC0009,070255,1984,07,28,22.0,1,Y
IDCJAC0009,070255,1984,07,29,4.4,1,Y
IDCJAC0009,070255,1984,07,30,0.0,,Y
IDCJAC0009,070255,1984,07,31,0.6,1,Y
IDCJAC0009,070255,1984,08,01,0.0,,Y
IDCJAC0009,070255,1984,08,02,0.0,,Y
IDCJAC0009,070255,1984,08,03,0.0,,Y
IDCJAC0009,070255,1984,08,04,0.0,,Y
IDCJAC0009,070255,1984,08,05,0.0,,Y
IDCJAC0009,070255,1984,08,06,15.8,1,Y
IDCJAC0009,070255,1984,08,07,0.0,,Y
IDCJAC0009,070255,1984,08,08,0.0,,Y
IDCJAC0009,070255,1984,08,09,0.0,,Y
IDCJAC0009,070255,1984,08,10,17.2,1,Y
IDCJAC0009,070255,1984,08,11,0.0,,Y
IDCJAC0009,070255,1984,08,12,0.0,,Y
IDCJAC0009,070255,1984,08,13,0.0,,Y
IDCJAC0009,070255,1984,08,14,0.0,,Y
IDCJAC0009,070255,1984,08,15,0.0,,Y
IDCJAC0009,070255,1984,08,16,0.0,,Y
IDCJAC0009,070255,1984,08,17,0.0,,Y
IDCJAC0009,070255,1984,08,18,0.0,,Y
IDCJAC0009,070255,1984,08,19,0.0,,Y
IDCJAC0009,070255,1984,08,20,7.6,1,Y
IDCJAC0009,070255,1984,08,21,11.2,1,Y
IDCJAC0009,070255,1984,08,22,4.2,1,Y
IDCJAC0009,070255,1984,08,23,1.6,1,Y
IDCJAC0009,070255,1984,08,24,0.0,,Y
IDCJAC0009,070255,1984,08,25,8.0,1,Y
IDCJAC0009,070255,1984,08,26,0.0,,Y
IDCJAC0009,070255,1984,08,27,0.0,,Y
IDCJAC0009,070255,1984,08,28,0.0,,Y
IDCJAC0009,070255,1984,08,29,0.0,,Y
IDCJAC0009,070255,1984,08,30,0.0,,Y
IDCJAC0009,070255,1984,08,31,0.0,,Y
IDCJAC0009,070255,1984,09,01,0.0,,Y
IDCJAC0009,070255,1984,09,02,3.8,1,Y
IDCJAC0009,070255,1984,09,03,0.0,,Y
IDCJAC0009,070255,1984,09,04,0.0,,Y
IDCJAC0009,070255,1984,09,05,13.4,1,Y
IDCJAC0009,070255,1984,09,06,3.4,1,Y
IDCJAC0009,070255,1984,09,07,0.1,1,Y
IDCJAC0009,070255,1984,09,08,0.0,,Y
IDCJAC0009,070255,1984,09,09,0.0,,Y
IDCJAC0009,070255,1984,09,10,3.2,1,Y
IDCJAC0009,070255,1984,09,11,10.2,1,Y
IDCJAC0009,070255,1984,09,12,0.0,,Y
IDCJAC0009,070255,1984,09,13,0.0,,Y
IDCJAC0009,070255,1984,09,14,3.2,1,Y
IDCJAC0009,070255,1984,09,15,0.0,,Y
IDCJAC0009,070255,1984,09,16,0.0,,Y
IDCJAC0009,070255,1984,09,17,8.2,1,Y
IDCJAC0009,070255,1984,09,18,1.8,1,Y
IDCJAC0009,070255,1984,09,19,0.0,,Y
IDCJAC0009,070255,1984,09,20,0.6,1,Y
IDCJAC0009,070255,1984,09,21,10.2,1,Y
IDCJAC0009,070255,1984,09,22,0.0,,Y
IDCJAC0009,070255,1984,09,23,0.0,,Y
IDCJAC0009,070255,1984,09,24,0.0,,Y
IDCJAC0009,070255,1984,09,25,1.8,1,Y
IDCJAC0009,070255,1984,09,26,0.0,,Y
IDCJAC0009,070255,1984,09,27,0.0,,Y
IDCJAC0009,070255,1984,09,28,0.0,,Y
IDCJAC0009,070255,1984,09,29,0.4,1,Y
IDCJAC0009,070255,1984,09,30,0.0,,Y
IDCJAC0009,070255,1984,10,01,0.0,,Y
IDCJAC0009,070255,1984,10,02,0.0,,Y
IDCJAC0009,070255,1984,10,03,1.8,1,Y
IDCJAC0009,070255,1984,10,04,28.0,1,Y
IDCJAC0009,070255,1984,10,05,0.0,,Y
IDCJAC0009,070255,1984,10,06,0.0,,Y
IDCJAC0009,070255,1984,10,07,0.0,,Y
IDCJAC0009,070255,1984,10,08,0.0,,Y
IDCJAC0009,070255,1984,10,09,0.0,,Y
IDCJAC0009,070255,1984,10,10,0.0,,Y
IDCJAC0009,070255,1984,10,11,0.0,,Y
IDCJAC0009,070255,1984,10,12,0.0,,Y
IDCJAC0009,070255,1984,10,13,0.0,,Y
IDCJAC0009,070255,1984,10,14,0.0,,Y
IDCJAC0009,070255,1984,10,15,0.0,,Y
IDCJAC0009,070255,1984,10,16,2.8,1,Y
IDCJAC0009,070255,1984,10,17,0.0,,Y
IDCJAC0009,070255,1984,10,18,0.0,,Y
IDCJAC0009,070255,1984,10,19,0.0,,Y
IDCJAC0009,070255,1984,10,20,0.0,,Y
IDCJAC0009,070255,1984,10,21,0.0,,Y
IDCJAC0009,070255,1984,10,22,0.0,,Y
IDCJAC0009,070255,1984,10,23,0.2,1,Y
IDCJAC0009,070255,1984,10,24,0.0,,Y
IDCJAC0009,070255,1984,10,25,0.0,,Y
IDCJAC0009,070255,1984,10,26,2.6,1,Y
IDCJAC0009,070255,1984,10,27,0.0,,Y
IDCJAC0009,070255,1984,10,28,8.0,1,Y
IDCJAC0009,070255,1984,10,29,0.0,,Y
IDCJAC0009,070255,1984,10,30,5.2,1,Y
IDCJAC0009,070255,1984,10,31,0.0,,Y
IDCJAC0009,070255,1984,11,01,0.0,,Y
IDCJAC0009,070255,1984,11,02,0.0,,Y
IDCJAC0009,070255,1984,11,03,2.0,1,Y
IDCJAC0009,070255,1984,11,04,1.0,1,Y
IDCJAC0009,070255,1984,11,05,0.0,,Y
IDCJAC0009,070255,1984,11,06,2.0,1,Y
IDCJAC0009,070255,1984,11,07,0.0,,Y
IDCJAC0009,070255,1984,11,08,0.0,,Y
IDCJAC0009,070255,1984,11,09,2.0,1,Y
IDCJAC0009,070255,1984,11,10,0.0,,Y
IDCJAC0009,070255,1984,11,11,24.0,1,Y
IDCJAC0009,070255,1984,11,12,0.0,,Y
IDCJAC0009,070255,1984,11,13,0.0,,Y
IDCJAC0009,070255,1984,11,14,1.0,1,Y
IDCJAC0009,070255,1984,11,15,0.0,,Y
IDCJAC0009,070255,1984,11,16,0.0,,Y
IDCJAC0009,070255,1984,11,17,0.0,,Y
IDCJAC0009,070255,1984,11,18,0.0,,Y
IDCJAC0009,070255,1984,11,19,0.0,,Y
IDCJAC0009,070255,1984,11,20,0.0,,Y
IDCJAC0009,070255,1984,11,21,0.0,,Y
IDCJAC0009,070255,1984,11,22,0.0,,Y
IDCJAC0009,070255,1984,11,23,0.0,,Y
IDCJAC0009,070255,1984,11,24,0.0,,Y
IDCJAC0009,070255,1984,11,25,0.0,,Y
IDCJAC0009,070255,1984,11,26,0.0,,Y
IDCJAC0009,070255,1984,11,27,0.0,,Y
IDCJAC0009,070255,1984,11,28,0.0,,Y
IDCJAC0009,070255,1984,11,29,0.0,,Y
IDCJAC0009,070255,1984,11,30,0.0,,Y
IDCJAC0009,070255,1984,12,01,0.0,,Y
IDCJAC0009,070255,1984,12,02,0.0,,Y
IDCJAC0009,070255,1984,12,03,0.0,,Y
IDCJAC0009,070255,1984,12,04,0.0,,Y
IDCJAC0009,070255,1984,12,05,0.0,,Y
IDCJAC0009,070255,1984,12,06,0.0,,Y
IDCJAC0009,070255,1984,12,07,0.0,,Y
IDCJAC0009,070255,1984,12,08,0.0,,Y
IDCJAC0009,070255,1984,12,09,0.0,,Y
IDCJAC0009,070255,1984,12,10,0.0,,Y
IDCJAC0009,070255,1984,12,11,0.0,,Y
IDCJAC0009,070255,1984,12,12,5.0,1,Y
IDCJAC0009,070255,1984,12,13,3.2,1,Y
IDCJAC0009,070255,1984,12,14,5.2,1,Y
IDCJAC0009,070255,1984,12,15,0.0,,Y
IDCJAC0009,070255,1984,12,16,0.0,,Y
IDCJAC0009,070255,1984,12,17,0.0,,Y
IDCJAC0009,070255,1984,12,18,0.0,,Y
IDCJAC0009,070255,1984,12,19,0.0,,Y
IDCJAC0009,070255,1984,12,20,0.0,,Y
IDCJAC0009,070255,1984,12,21,0.0,,Y
IDCJAC0009,070255,1984,12,22,0.0,,Y
IDCJAC0009,070255,1984,12,23,0.0,,Y
IDCJAC0009,070255,1984,12,24,0.0,,Y
IDCJAC0009,070255,1984,12,25,2.0,1,Y
IDCJAC0009,070255,1984,12,26,0.0,,Y
IDCJAC0009,070255,1984,12,27,0.0,,Y
IDCJAC0009,070255,1984,12,28,0.0,,Y
IDCJAC0009,070255,1984,12,29,1.2,1,Y
IDCJAC0009,070255,1984,12,30,7.6,1,Y
IDCJAC0009,070255,1984,12,31,0.0,,Y
IDCJAC0009,070255,1985,01,01,0.0,,Y
IDCJAC0009,070255,1985,01,02,0.0,,Y
IDCJAC0009,070255,1985,01,03,0.0,,Y
IDCJAC0009,070255,1985,01,04,0.0,,Y
IDCJAC0009,070255,1985,01,05,0.0,,Y
IDCJAC0009,070255,1985,01,06,0.0,,Y
IDCJAC0009,070255,1985,01,07,0.0,,Y
IDCJAC0009,070255,1985,01,08,0.0,,Y
IDCJAC0009,070255,1985,01,09,0.0,,Y
IDCJAC0009,070255,1985,01,10,0.0,,Y
IDCJAC0009,070255,1985,01,11,0.0,,Y
IDCJAC0009,070255,1985,01,12,0.0,,Y
IDCJAC0009,070255,1985,01,13,0.0,,Y
IDCJAC0009,070255,1985,01,14,0.0,,Y
IDCJAC0009,070255,1985,01,15,0.0,,Y
IDCJAC0009,070255,1985,01,16,2.2,1,Y
IDCJAC0009,070255,1985,01,17,1.0,1,Y
IDCJAC0009,070255,1985,01,18,0.0,,Y
IDCJAC0009,070255,1985,01,19,0.0,,Y
IDCJAC0009,070255,1985,01,20,0.0,,Y
IDCJAC0009,070255,1985,01,21,0.0,,Y
IDCJAC0009,070255,1985,01,22,0.0,,Y
IDCJAC0009,070255,1985,01,23,0.0,,Y
IDCJAC0009,070255,1985,01,24,0.0,,Y
IDCJAC0009,070255,1985,01,25,0.0,,Y
IDCJAC0009,070255,1985,01,26,0.0,,Y
IDCJAC0009,070255,1985,01,27,0.0,,Y
IDCJAC0009,070255,1985,01,28,0.0,,Y
IDCJAC0009,070255,1985,01,29,0.0,,Y
IDCJAC0009,070255,1985,01,30,0.0,,Y
IDCJAC0009,070255,1985,01,31,1.0,1,Y
IDCJAC0009,070255,1985,02,01,1.0,1,Y
IDCJAC0009,070255,1985,02,02,0.0,,Y
IDCJAC0009,070255,1985,02,03,0.0,,Y
IDCJAC0009,070255,1985,02,04,0.0,,Y
IDCJAC0009,070255,1985,02,05,0.0,,Y
IDCJAC0009,070255,1985,02,06,0.0,,Y
IDCJAC0009,070255,1985,02,07,7.4,1,Y
IDCJAC0009,070255,1985,02,08,14.4,1,Y
IDCJAC0009,070255,1985,02,09,0.0,,Y
IDCJAC0009,070255,1985,02,10,0.0,,Y
IDCJAC0009,070255,1985,02,11,0.0,,Y
IDCJAC0009,070255,1985,02,12,0.0,,Y
IDCJAC0009,070255,1985,02,13,0.0,,Y
IDCJAC0009,070255,1985,02,14,0.0,,Y
IDCJAC0009,070255,1985,02,15,0.0,,Y
IDCJAC0009,070255,1985,02,16,0.0,,Y
IDCJAC0009,070255,1985,02,17,0.0,,Y
IDCJAC0009,070255,1985,02,18,0.0,,Y
IDCJAC0009,070255,1985,02,19,0.0,,Y
IDCJAC0009,070255,1985,02,20,0.0,,Y
IDCJAC0009,070255,1985,02,21,0.0,,Y
IDCJAC0009,070255,1985,02,22,0.0,,Y
IDCJAC0009,070255,1985,02,23,0.0,,Y
IDCJAC0009,070255,1985,02,24,0.0,,Y
IDCJAC0009,070255,1985,02,25,0.0,,Y
IDCJAC0009,070255,1985,02,26,0.0,,Y
IDCJAC0009,070255,1985,02,27,0.0,,Y
IDCJAC0009,070255,1985,02,28,0.0,,Y
IDCJAC0009,070255,1985,03,01,0.0,,Y
IDCJAC0009,070255,1985,03,02,0.0,,Y
IDCJAC0009,070255,1985,03,03,0.0,,Y
IDCJAC0009,070255,1985,03,04,0.0,,Y
IDCJAC0009,070255,1985,03,05,0.0,,Y
IDCJAC0009,070255,1985,03,06,0.0,,Y
IDCJAC0009,070255,1985,03,07,0.0,,Y
IDCJAC0009,070255,1985,03,08,0.0,,Y
IDCJAC0009,070255,1985,03,09,0.0,,Y
IDCJAC0009,070255,1985,03,10,0.0,,Y
IDCJAC0009,070255,1985,03,11,0.0,,Y
IDCJAC0009,070255,1985,03,12,0.0,,Y
IDCJAC0009,070255,1985,03,13,0.0,,Y
IDCJAC0009,070255,1985,03,14,0.0,,Y
IDCJAC0009,070255,1985,03,15,0.0,,Y
IDCJAC0009,070255,1985,03,16,0.0,,Y
IDCJAC0009,070255,1985,03,17,0.0,,Y
IDCJAC0009,070255,1985,03,18,0.0,,Y
IDCJAC0009,070255,1985,03,19,46.0,1,Y
IDCJAC0009,070255,1985,03,20,2.4,1,Y
IDCJAC0009,070255,1985,03,21,2.8,1,Y
IDCJAC0009,070255,1985,03,22,0.0,,Y
IDCJAC0009,070255,1985,03,23,0.0,,Y
IDCJAC0009,070255,1985,03,24,0.0,,Y
IDCJAC0009,070255,1985,03,25,24.4,1,Y
IDCJAC0009,070255,1985,03,26,0.0,,Y
IDCJAC0009,070255,1985,03,27,0.0,,Y
IDCJAC0009,070255,1985,03,28,0.0,,Y
IDCJAC0009,070255,1985,03,29,0.0,,Y
IDCJAC0009,070255,1985,03,30,0.0,,Y
IDCJAC0009,070255,1985,03,31,0.0,,Y
IDCJAC0009,070255,1985,04,01,0.0,,Y
IDCJAC0009,070255,1985,04,02,3.8,1,Y
IDCJAC0009,070255,1985,04,03,0.0,,Y
IDCJAC0009,070255,1985,04,04,3.0,1,Y
IDCJAC0009,070255,1985,04,05,0.0,,Y
IDCJAC0009,070255,1985,04,06,0.0,,Y
IDCJAC0009,070255,1985,04,07,11.4,1,Y
IDCJAC0009,070255,1985,04,08,0.0,,Y
IDCJAC0009,070255,1985,04,09,0.0,,Y
IDCJAC0009,070255,1985,04,10,0.0,,Y
IDCJAC0009,070255,1985,04,11,0.0,,Y
IDCJAC0009,070255,1985,04,12,0.0,,Y
IDCJAC0009,070255,1985,04,13,0.0,,Y
IDCJAC0009,070255,1985,04,14,0.0,,Y
IDCJAC0009,070255,1985,04,15,2.0,1,Y
IDCJAC0009,070255,1985,04,16,0.0,,Y
IDCJAC0009,070255,1985,04,17,0.0,,Y
IDCJAC0009,070255,1985,04,18,0.0,,Y
IDCJAC0009,070255,1985,04,19,5.0,1,Y
IDCJAC0009,070255,1985,04,20,0.0,,Y
IDCJAC0009,070255,1985,04,21,0.0,,Y
IDCJAC0009,070255,1985,04,22,0.0,,Y
IDCJAC0009,070255,1985,04,23,0.0,,Y
IDCJAC0009,070255,1985,04,24,0.0,,Y
IDCJAC0009,070255,1985,04,25,0.0,,Y
IDCJAC0009,070255,1985,04,26,0.8,1,Y
IDCJAC0009,070255,1985,04,27,0.0,,Y
IDCJAC0009,070255,1985,04,28,0.0,,Y
IDCJAC0009,070255,1985,04,29,0.0,,Y
IDCJAC0009,070255,1985,04,30,0.0,,Y
IDCJAC0009,070255,1985,05,01,0.0,,Y
IDCJAC0009,070255,1985,05,02,0.0,,Y
IDCJAC0009,070255,1985,05,03,0.3,1,Y
IDCJAC0009,070255,1985,05,04,0.0,,Y
IDCJAC0009,070255,1985,05,05,0.0,,Y
IDCJAC0009,070255,1985,05,06,3.2,1,Y
IDCJAC0009,070255,1985,05,07,10.2,1,Y
IDCJAC0009,070255,1985,05,08,1.0,1,Y
IDCJAC0009,070255,1985,05,09,0.0,,Y
IDCJAC0009,070255,1985,05,10,0.0,,Y
IDCJAC0009,070255,1985,05,11,0.0,,Y
IDCJAC0009,070255,1985,05,12,0.0,,Y
IDCJAC0009,070255,1985,05,13,0.0,,Y
IDCJAC0009,070255,1985,05,14,0.0,,Y
IDCJAC0009,070255,1985,05,15,0.0,,Y
IDCJAC0009,070255,1985,05,16,5.8,1,Y
IDCJAC0009,070255,1985,05,17,2.2,1,Y
IDCJAC0009,070255,1985,05,18,0.0,,Y
IDCJAC0009,070255,1985,05,19,3.2,1,Y
IDCJAC0009,070255,1985,05,20,1.2,1,Y
IDCJAC0009,070255,1985,05,21,0.0,,Y
IDCJAC0009,070255,1985,05,22,0.0,,Y
IDCJAC0009,070255,1985,05,23,0.0,,Y
IDCJAC0009,070255,1985,05,24,0.0,,Y
IDCJAC0009,070255,1985,05,25,0.0,,Y
IDCJAC0009,070255,1985,05,26,0.0,,Y
IDCJAC0009,070255,1985,05,27,0.0,,Y
IDCJAC0009,070255,1985,05,28,0.0,,Y
IDCJAC0009,070255,1985,05,29,0.0,,Y
IDCJAC0009,070255,1985,05,30,1.8,1,Y
IDCJAC0009,070255,1985,05,31,15.6,1,Y
IDCJAC0009,070255,1985,06,01,0.0,,Y
IDCJAC0009,070255,1985,06,02,10.0,1,Y
IDCJAC0009,070255,1985,06,03,0.2,1,Y
IDCJAC0009,070255,1985,06,04,5.6,1,Y
IDCJAC0009,070255,1985,06,05,1.8,1,Y
IDCJAC0009,070255,1985,06,06,14.0,1,Y
IDCJAC0009,070255,1985,06,07,0.0,,Y
IDCJAC0009,070255,1985,06,08,0.0,,Y
IDCJAC0009,070255,1985,06,09,0.0,,Y
IDCJAC0009,070255,1985,06,10,0.0,,Y
IDCJAC0009,070255,1985,06,11,0.0,,Y
IDCJAC0009,070255,1985,06,12,0.0,,Y
IDCJAC0009,070255,1985,06,13,0.0,,Y
IDCJAC0009,070255,1985,06,14,0.0,,Y
IDCJAC0009,070255,1985,06,15,0.0,,Y
IDCJAC0009,070255,1985,06,16,0.0,,Y
IDCJAC0009,070255,1985,06,17,0.0,,Y
IDCJAC0009,070255,1985,06,18,0.0,,Y
IDCJAC0009,070255,1985,06,19,0.0,,Y
IDCJAC0009,070255,1985,06,20,0.0,,Y
IDCJAC0009,070255,1985,06,21,4.0,1,Y
IDCJAC0009,070255,1985,06,22,0.0,,Y
IDCJAC0009,070255,1985,06,23,0.0,,Y
IDCJAC0009,070255,1985,06,24,0.0,,Y
IDCJAC0009,070255,1985,06,25,0.0,,Y
IDCJAC0009,070255,1985,06,26,0.0,,Y
IDCJAC0009,070255,1985,06,27,0.0,,Y
IDCJAC0009,070255,1985,06,28,0.0,,Y
IDCJAC0009,070255,1985,06,29,0.0,,Y
IDCJAC0009,070255,1985,06,30,0.0,,Y
IDCJAC0009,070255,1985,07,01,0.0,,Y
IDCJAC0009,070255,1985,07,02,0.0,,Y
IDCJAC0009,070255,1985,07,03,0.0,,Y
IDCJAC0009,070255,1985,07,04,0.0,,Y
IDCJAC0009,070255,1985,07,05,0.0,,Y
IDCJAC0009,070255,1985,07,06,0.0,,Y
IDCJAC0009,070255,1985,07,07,0.0,,Y
IDCJAC0009,070255,1985,07,08,0.0,,Y
IDCJAC0009,070255,1985,07,09,0.0,,Y
IDCJAC0009,070255,1985,07,10,0.0,,Y
IDCJAC0009,070255,1985,07,11,0.0,,Y
IDCJAC0009,070255,1985,07,12,0.0,,Y
IDCJAC0009,070255,1985,07,13,0.0,,Y
IDCJAC0009,070255,1985,07,14,0.0,,Y
IDCJAC0009,070255,1985,07,15,3.4,1,Y
IDCJAC0009,070255,1985,07,16,21.5,1,Y
IDCJAC0009,070255,1985,07,17,0.8,1,Y
IDCJAC0009,070255,1985,07,18,0.0,,Y
IDCJAC0009,070255,1985,07,19,0.0,,Y
IDCJAC0009,070255,1985,07,20,0.0,,Y
IDCJAC0009,070255,1985,07,21,0.0,,Y
IDCJAC0009,070255,1985,07,22,0.0,,Y
IDCJAC0009,070255,1985,07,23,1.6,1,Y
IDCJAC0009,070255,1985,07,24,0.0,,Y
IDCJAC0009,070255,1985,07,25,0.0,,Y
IDCJAC0009,070255,1985,07,26,0.0,,Y
IDCJAC0009,070255,1985,07,27,0.0,,Y
IDCJAC0009,070255,1985,07,28,0.0,,Y
IDCJAC0009,070255,1985,07,29,0.6,1,Y
IDCJAC0009,070255,1985,07,30,1.2,1,Y
IDCJAC0009,070255,1985,07,31,0.0,,Y
IDCJAC0009,070255,1985,08,01,0.0,,Y
IDCJAC0009,070255,1985,08,02,0.0,,Y
IDCJAC0009,070255,1985,08,03,0.0,,Y
IDCJAC0009,070255,1985,08,04,0.0,,Y
IDCJAC0009,070255,1985,08,05,3.8,1,Y
IDCJAC0009,070255,1985,08,06,23.4,1,Y
IDCJAC0009,070255,1985,08,07,28.0,1,Y
IDCJAC0009,070255,1985,08,08,1.0,1,Y
IDCJAC0009,070255,1985,08,09,0.4,1,Y
IDCJAC0009,070255,1985,08,10,0.0,,Y
IDCJAC0009,070255,1985,08,11,0.0,,Y
IDCJAC0009,070255,1985,08,12,0.0,,Y
IDCJAC0009,070255,1985,08,13,0.0,,Y
IDCJAC0009,070255,1985,08,14,0.0,,Y
IDCJAC0009,070255,1985,08,15,0.0,,Y
IDCJAC0009,070255,1985,08,16,35.6,1,Y
IDCJAC0009,070255,1985,08,17,0.0,,Y
IDCJAC0009,070255,1985,08,18,0.0,,Y
IDCJAC0009,070255,1985,08,19,4.8,1,Y
IDCJAC0009,070255,1985,08,20,0.0,,Y
IDCJAC0009,070255,1985,08,21,0.0,,Y
IDCJAC0009,070255,1985,08,22,9.4,1,Y
IDCJAC0009,070255,1985,08,23,20.0,1,Y
IDCJAC0009,070255,1985,08,24,0.0,,Y
IDCJAC0009,070255,1985,08,25,0.0,,Y
IDCJAC0009,070255,1985,08,26,9.8,1,Y
