Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,070255,2013,09,27,0.0,,Y
IDCJAC0009,070255,2013,09,28,0.0,,Y
IDCJAC0009,070255,2013,09,29,0.0,,Y
IDCJAC0009,070255,2013,09,30,0.0,,Y
IDCJAC0009,070255,2013,10,01,0.0,,Y
IDCJAC0009,070255,2013,10,02,1.0,1,Y
IDCJAC0009,070255,2013,10,03,0.0,,Y
IDCJAC0009,070255,2013,10,04,0.0,,Y
IDCJAC0009,070255,2013,10,05,0.0,,Y
IDCJAC0009,070255,2013,10,06,0.0,,Y
IDCJAC0009,070255,2013,10,07,0.0,,Y
IDCJAC0009,070255,2013,10,08,0.0,,Y
IDCJAC0009,070255,2013,10,09,0.0,,Y
IDCJAC0009,070255,2013,10,10,0.0,,Y
IDCJAC0009,070255,2013,10,11,0.0,,Y
IDCJAC0009,070255,2013,10,12,0.0,,Y
IDCJAC0009,070255,2013,10,13,0.0,,Y
IDCJAC0009,070255,2013,10,14,2.0,1,Y
IDCJAC0009,070255,2013,10,15,0.0,,Y
IDCJAC0009,070255,2013,10,16,0.0,,Y
IDCJAC0009,070255,2013,10,17,0.0,,Y
IDCJAC0009,070255,2013,10,18,0.0,,Y
IDCJAC0009,070255,2013,10,19,0.0,,Y
IDCJAC0009,070255,2013,10,20,0.0,,Y
IDCJAC0009,070255,2013,10,21,0.0,,Y
IDCJAC0009,070255,2013,10,22,6.2,1,Y
IDCJAC0009,070255,2013,10,23,6.6,1,Y
IDCJAC0009,070255,2013,10,24,0.0,,Y
IDCJAC0009,070255,2013,10,25,0.0,,Y
IDCJAC0009,070255,2013,10,26,0.0,,Y
IDCJAC0009,070255,2013,10,27,0.0,,Y
IDCJAC0009,070255,2013,10,28,0.0,,Y
IDCJAC0009,070255,2013,10,29,0.0,,Y
IDCJAC0009,070255,2013,10,30,0.0,,Y
IDCJAC0009,070255,2013,10,31,0.0,,Y
IDCJAC0009,070255,2013,11,01,0.0,,Y
IDCJAC0009,070255,2013,11,02,0.0,,Y
IDCJAC0009,070255,2013,11,03,0.0,,Y
IDCJAC0009,070255,2013,11,04,0.0,,Y
IDCJAC0009,070255,2013,11,05,0.0,,Y
IDCJAC0009,070255,2013,11,06,0.0,,Y
IDCJAC0009,070255,2013,11,07,0.0,,Y
IDCJAC0009,070255,2013,11,08,0.0,,Y
IDCJAC0009,070255,2013,11,09,6.0,1,Y
IDCJAC0009,070255,2013,11,10,0.0,,Y
IDCJAC0009,070255,2013,11,11,38.0,1,Y
IDCJAC0009,070255,2013,11,12,54.0,1,Y
IDCJAC0009,070255,2013,11,13,0.0,,Y
IDCJAC0009,070255,2013,11,14,0.0,,Y
IDCJAC0009,070255,2013,11,15,0.0,,Y
IDCJAC0009,070255,2013,11,16,0.0,,Y
IDCJAC0009,070255,2013,11,17,0.0,,Y
IDCJAC0009,070255,2013,11,18,0.0,,Y
IDCJAC0009,070255,2013,11,19,0.0,,Y
IDCJAC0009,070255,2013,11,20,1.0,1,Y
IDCJAC0009,070255,2013,11,21,0.0,,Y
IDCJAC0009,070255,2013,11,22,4.4,1,Y
IDCJAC0009,070255,2013,11,23,0.0,,Y
IDCJAC0009,070255,2013,11,24,0.0,,Y
IDCJAC0009,070255,2013,11,25,0.0,,Y
IDCJAC0009,070255,2013,11,26,0.0,,Y
IDCJAC0009,070255,2013,11,27,0.0,,Y
IDCJAC0009,070255,2013,11,28,0.0,,Y
IDCJAC0009,070255,2013,11,29,0.8,1,Y
IDCJAC0009,070255,2013,11,30,0.0,,Y
IDCJAC0009,070255,2013,12,01,0.0,,Y
IDCJAC0009,070255,2013,12,02,0.0,,Y
IDCJAC0009,070255,2013,12,03,0.0,,Y
IDCJAC0009,070255,2013,12,04,0.0,,Y
IDCJAC0009,070255,2013,12,05,9.6,1,Y
IDCJAC0009,070255,2013,12,06,3.8,1,Y
IDCJAC0009,070255,2013,12,07,0.0,,Y
IDCJAC0009,070255,2013,12,08,0.0,,Y
IDCJAC0009,070255,2013,12,09,0.0,,Y
IDCJAC0009,070255,2013,12,10,0.4,1,Y
IDCJAC0009,070255,2013,12,11,0.0,,Y
IDCJAC0009,070255,2013,12,12,0.0,,Y
IDCJAC0009,070255,2013,12,13,0.0,,Y
IDCJAC0009,070255,2013,12,14,0.0,,Y
IDCJAC0009,070255,2013,12,15,0.0,,Y
IDCJAC0009,070255,2013,12,16,0.0,,Y
IDCJAC0009,070255,2013,12,17,7.4,1,Y
IDCJAC0009,070255,2013,12,18,0.0,,Y
IDCJAC0009,070255,2013,12,19,0.0,,Y
IDCJAC0009,070255,2013,12,20,0.0,,Y
IDCJAC0009,070255,2013,12,21,0.0,,Y
IDCJAC0009,070255,2013,12,22,0.0,,Y
IDCJAC0009,070255,2013,12,23,0.0,,Y
IDCJAC0009,070255,2013,12,24,0.0,,Y
IDCJAC0009,070255,2013,12,25,0.0,,Y
IDCJAC0009,070255,2013,12,26,0.0,,Y
IDCJAC0009,070255,2013,12,27,3.8,1,Y
IDCJAC0009,070255,2013,12,28,0.0,,Y
IDCJAC0009,070255,2013,12,29,0.0,,Y
IDCJAC0009,070255,2013,12,30,0.0,,Y
IDCJAC0009,070255,2013,12,31,0.0,,Y
IDCJAC0009,070255,2014,01,01,0.0,,Y
IDCJAC0009,070255,2014,01,02,0.0,,Y
IDCJAC0009,070255,2014,01,03,0.0,,Y
IDCJAC0009,070255,2014,01,04,0.0,,Y
IDCJAC0009,070255,2014,01,05,0.0,,Y
IDCJAC0009,070255,2014,01,06,0.0,,Y
IDCJAC0009,070255,2014,01,07,0.0,,Y
IDCJAC0009,070255,2014,01,08,0.0,,Y
IDCJAC0009,070255,2014,01,09,0.0,,Y
IDCJAC0009,070255,2014,01,10,0.0,,Y
IDCJAC0009,070255,2014,01,11,0.0,,Y
IDCJAC0009,070255,2014,01,12,0.0,,Y
IDCJAC0009,070255,2014,01,13,0.0,,Y
IDCJAC0009,070255,2014,01,14,0.0,,Y
IDCJAC0009,070255,2014,01,15,0.0,,Y
IDCJAC0009,070255,2014,01,16,0.0,,Y
IDCJAC0009,070255,2014,01,17,0.0,,Y
IDCJAC0009,070255,2014,01,18,0.0,,Y
IDCJAC0009,070255,2014,01,19,0.0,,Y
IDCJAC0009,070255,2014,01,20,0.0,,Y
IDCJAC0009,070255,2014,01,21,0.0,,Y
IDCJAC0009,070255,2014,01,22,0.0,,Y
IDCJAC0009,070255,2014,01,23,0.0,,Y
IDCJAC0009,070255,2014,01,24,0.0,,Y
IDCJAC0009,070255,2014,01,25,5.8,1,Y
IDCJAC0009,070255,2014,01,26,0.0,,Y
IDCJAC0009,070255,2014,01,27,0.0,,Y
IDCJAC0009,070255,2014,01,28,0.0,,Y
IDCJAC0009,070255,2014,01,29,0.0,,Y
IDCJAC0009,070255,2014,01,30,0.0,,Y
IDCJAC0009,070255,2014,01,31,0.0,,Y
IDCJAC0009,070255,2014,02,01,3.4,1,Y
IDCJAC0009,070255,2014,02,02,0.0,,Y
IDCJAC0009,070255,2014,02,03,0.0,,Y
IDCJAC0009,070255,2014,02,04,1.0,1,Y
IDCJAC0009,070255,2014,02,05,0.0,,Y
IDCJAC0009,070255,2014,02,06,0.0,,Y
IDCJAC0009,070255,2014,02,07,0.0,,Y
IDCJAC0009,070255,2014,02,08,0.0,,Y
IDCJAC0009,070255,2014,02,09,0.0,,Y
IDCJAC0009,070255,2014,02,10,0.0,,Y
IDCJAC0009,070255,2014,02,11,0.0,,Y
IDCJAC0009,070255,2014,02,12,0.0,,Y
IDCJAC0009,070255,2014,02,13,0.0,,Y
IDCJAC0009,070255,2014,02,14,7.4,1,Y
IDCJAC0009,070255,2014,02,15,,,
IDCJAC0009,070255,2014,02,16,,,
IDCJAC0009,070255,2014,02,17,32.6,3,Y
IDCJAC0009,070255,2014,02,18,0.0,,Y
IDCJAC0009,070255,2014,02,19,0.0,,Y
IDCJAC0009,070255,2014,02,20,33.0,1,Y
IDCJAC0009,070255,2014,02,21,0.0,,Y
IDCJAC0009,070255,2014,02,22,0.0,,Y
IDCJAC0009,070255,2014,02,23,0.0,,Y
IDCJAC0009,070255,2014,02,24,0.0,,Y
IDCJAC0009,070255,2014,02,25,0.0,,Y
IDCJAC0009,070255,2014,02,26,0.8,1,Y
IDCJAC0009,070255,2014,02,27,2.2,1,Y
IDCJAC0009,070255,2014,02,28,0.0,,Y
IDCJAC0009,070255,2014,03,01,0.0,,Y
IDCJAC0009,070255,2014,03,02,,,
IDCJAC0009,070255,2014,03,03,5.4,2,Y
IDCJAC0009,070255,2014,03,04,0.0,,Y
IDCJAC0009,070255,2014,03,05,0.0,,Y
IDCJAC0009,070255,2014,03,06,6.0,1,Y
IDCJAC0009,070255,2014,03,07,0.0,,Y
IDCJAC0009,070255,2014,03,08,0.0,,Y
IDCJAC0009,070255,2014,03,09,4.0,1,Y
IDCJAC0009,070255,2014,03,10,0.0,,Y
IDCJAC0009,070255,2014,03,11,0.0,,Y
IDCJAC0009,070255,2014,03,12,3.0,1,Y
IDCJAC0009,070255,2014,03,13,0.0,,Y
IDCJAC0009,070255,2014,03,14,0.0,,Y
IDCJAC0009,070255,2014,03,15,0.0,,Y
IDCJAC0009,070255,2014,03,16,0.0,,Y
IDCJAC0009,070255,2014,03,17,0.0,,Y
IDCJAC0009,070255,2014,03,18,0.0,,Y
IDCJAC0009,070255,2014,03,19,0.0,,Y
IDCJAC0009,070255,2014,03,20,0.0,,Y
IDCJAC0009,070255,2014,03,21,0.0,,Y
IDCJAC0009,070255,2014,03,22,,,
IDCJAC0009,070255,2014,03,23,,,
IDCJAC0009,070255,2014,03,24,1.0,3,Y
IDCJAC0009,070255,2014,03,25,13.4,1,Y
IDCJAC0009,070255,2014,03,26,0.8,1,Y
IDCJAC0009,070255,2014,03,27,23.6,1,Y
IDCJAC0009,070255,2014,03,28,2.6,1,Y
IDCJAC0009,070255,2014,03,29,,,
IDCJAC0009,070255,2014,03,30,,,
IDCJAC0009,070255,2014,03,31,16.2,3,Y
IDCJAC0009,070255,2014,04,01,0.0,,Y
IDCJAC0009,070255,2014,04,02,0.0,,Y
IDCJAC0009,070255,2014,04,03,0.0,,Y
IDCJAC0009,070255,2014,04,04,23.6,1,Y
IDCJAC0009,070255,2014,04,05,,,
IDCJAC0009,070255,2014,04,06,,,
IDCJAC0009,070255,2014,04,07,25.2,3,Y
IDCJAC0009,070255,2014,04,08,0.0,,Y
IDCJAC0009,070255,2014,04,09,0.0,,Y
IDCJAC0009,070255,2014,04,10,4.2,1,Y
IDCJAC0009,070255,2014,04,11,12.0,1,Y
IDCJAC0009,070255,2014,04,12,6.4,1,Y
IDCJAC0009,070255,2014,04,13,0.0,,Y
IDCJAC0009,070255,2014,04,14,0.0,,Y
IDCJAC0009,070255,2014,04,15,0.0,,Y
IDCJAC0009,070255,2014,04,16,0.0,,Y
IDCJAC0009,070255,2014,04,17,0.0,,Y
IDCJAC0009,070255,2014,04,18,0.0,,Y
IDCJAC0009,070255,2014,04,19,0.0,,Y
IDCJAC0009,070255,2014,04,20,0.0,,Y
IDCJAC0009,070255,2014,04,21,0.0,,Y
IDCJAC0009,070255,2014,04,22,0.0,,Y
IDCJAC0009,070255,2014,04,23,0.0,,Y
IDCJAC0009,070255,2014,04,24,0.0,,Y
IDCJAC0009,070255,2014,04,25,0.0,,Y
IDCJAC0009,070255,2014,04,26,0.0,,Y
IDCJAC0009,070255,2014,04,27,0.0,,Y
IDCJAC0009,070255,2014,04,28,0.0,,Y
IDCJAC0009,070255,2014,04,29,0.0,,Y
IDCJAC0009,070255,2014,04,30,10.0,1,Y
IDCJAC0009,070255,2014,05,01,0.0,,Y
IDCJAC0009,070255,2014,05,02,0.0,,Y
IDCJAC0009,070255,2014,05,03,0.0,,Y
IDCJAC0009,070255,2014,05,04,5.6,1,Y
IDCJAC0009,070255,2014,05,05,0.0,,Y
IDCJAC0009,070255,2014,05,06,0.0,,Y
IDCJAC0009,070255,2014,05,07,0.0,,Y
IDCJAC0009,070255,2014,05,08,0.0,,Y
IDCJAC0009,070255,2014,05,09,0.0,,Y
IDCJAC0009,070255,2014,05,10,0.0,,Y
IDCJAC0009,070255,2014,05,11,1.8,1,Y
IDCJAC0009,070255,2014,05,12,0.0,,Y
IDCJAC0009,070255,2014,05,13,0.0,,Y
IDCJAC0009,070255,2014,05,14,0.0,,Y
IDCJAC0009,070255,2014,05,15,0.0,,Y
IDCJAC0009,070255,2014,05,16,0.0,,Y
IDCJAC0009,070255,2014,05,17,0.0,,Y
IDCJAC0009,070255,2014,05,18,0.0,,Y
IDCJAC0009,070255,2014,05,19,0.0,,Y
IDCJAC0009,070255,2014,05,20,0.0,,Y
IDCJAC0009,070255,2014,05,21,0.0,,Y
IDCJAC0009,070255,2014,05,22,0.0,,Y
IDCJAC0009,070255,2014,05,23,0.0,,Y
IDCJAC0009,070255,2014,05,24,0.0,,Y
IDCJAC0009,070255,2014,05,25,0.0,,Y
IDCJAC0009,070255,2014,05,26,0.0,,Y
IDCJAC0009,070255,2014,05,27,0.0,,Y
IDCJAC0009,070255,2014,05,28,13.2,1,Y
IDCJAC0009,070255,2014,05,29,0.0,,Y
IDCJAC0009,070255,2014,05,30,0.0,,Y
IDCJAC0009,070255,2014,05,31,0.0,,Y
IDCJAC0009,070255,2014,06,01,,,
IDCJAC0009,070255,2014,06,02,14.0,2,Y
IDCJAC0009,070255,2014,06,03,0.4,1,Y
IDCJAC0009,070255,2014,06,04,0.0,,Y
IDCJAC0009,070255,2014,06,05,0.0,,Y
IDCJAC0009,070255,2014,06,06,0.0,,Y
IDCJAC0009,070255,2014,06,07,0.0,,Y
IDCJAC0009,070255,2014,06,08,0.0,,Y
IDCJAC0009,070255,2014,06,09,0.0,,Y
IDCJAC0009,070255,2014,06,10,0.0,,Y
IDCJAC0009,070255,2014,06,11,0.0,,Y
IDCJAC0009,070255,2014,06,12,0.0,,Y
IDCJAC0009,070255,2014,06,13,0.0,,Y
IDCJAC0009,070255,2014,06,14,,,
IDCJAC0009,070255,2014,06,15,,,
IDCJAC0009,070255,2014,06,16,17.0,3,Y
IDCJAC0009,070255,2014,06,17,0.0,,Y
IDCJAC0009,070255,2014,06,18,0.0,,Y
IDCJAC0009,070255,2014,06,19,0.0,,Y
IDCJAC0009,070255,2014,06,20,0.0,,Y
IDCJAC0009,070255,2014,06,21,0.0,,Y
IDCJAC0009,070255,2014,06,22,0.0,,Y
IDCJAC0009,070255,2014,06,23,0.0,,Y
IDCJAC0009,070255,2014,06,24,11.0,1,Y
IDCJAC0009,070255,2014,06,25,6.0,1,Y
IDCJAC0009,070255,2014,06,26,0.0,,Y
IDCJAC0009,070255,2014,06,27,0.0,,Y
IDCJAC0009,070255,2014,06,28,,,
IDCJAC0009,070255,2014,06,29,,,
IDCJAC0009,070255,2014,06,30,10.4,3,Y
IDCJAC0009,070255,2014,07,01,0.0,,Y
IDCJAC0009,070255,2014,07,02,0.0,,Y
IDCJAC0009,070255,2014,07,03,0.0,,Y
IDCJAC0009,070255,2014,07,04,0.0,,Y
IDCJAC0009,070255,2014,07,05,0.0,,Y
IDCJAC0009,070255,2014,07,06,0.0,,Y
IDCJAC0009,070255,2014,07,07,0.0,,Y
IDCJAC0009,070255,2014,07,08,0.0,,Y
IDCJAC0009,070255,2014,07,09,0.0,,Y
IDCJAC0009,070255,2014,07,10,3.8,1,Y
IDCJAC0009,070255,2014,07,11,0.0,,Y
IDCJAC0009,070255,2014,07,12,0.0,,Y
IDCJAC0009,070255,2014,07,13,0.0,,Y
IDCJAC0009,070255,2014,07,14,0.0,,Y
IDCJAC0009,070255,2014,07,15,0.0,,Y
IDCJAC0009,070255,2014,07,16,13.0,1,Y
IDCJAC0009,070255,2014,07,17,1.8,1,Y
IDCJAC0009,070255,2014,07,18,1.0,1,Y
IDCJAC0009,070255,2014,07,19,0.0,,Y
IDCJAC0009,070255,2014,07,20,0.0,,Y
IDCJAC0009,070255,2014,07,21,0.0,,Y
IDCJAC0009,070255,2014,07,22,0.0,,Y
IDCJAC0009,070255,2014,07,23,0.0,,Y
IDCJAC0009,070255,2014,07,24,0.0,,Y
IDCJAC0009,070255,2014,07,25,0.8,1,Y
IDCJAC0009,070255,2014,07,26,0.0,,Y
IDCJAC0009,070255,2014,07,27,0.0,,Y
IDCJAC0009,070255,2014,07,28,0.0,,Y
IDCJAC0009,070255,2014,07,29,0.0,,Y
IDCJAC0009,070255,2014,07,30,0.0,,Y
IDCJAC0009,070255,2014,07,31,0.0,,Y
IDCJAC0009,070255,2014,08,01,0.0,,Y
IDCJAC0009,070255,2014,08,02,1.8,1,Y
IDCJAC0009,070255,2014,08,03,0.0,,Y
IDCJAC0009,070255,2014,08,04,0.0,,Y
IDCJAC0009,070255,2014,08,05,0.0,,Y
IDCJAC0009,070255,2014,08,06,0.0,,Y
IDCJAC0009,070255,2014,08,07,0.0,,Y
IDCJAC0009,070255,2014,08,08,0.0,,Y
IDCJAC0009,070255,2014,08,09,0.0,,Y
IDCJAC0009,070255,2014,08,10,0.0,,Y
IDCJAC0009,070255,2014,08,11,0.0,,Y
IDCJAC0009,070255,2014,08,12,0.0,,Y
IDCJAC0009,070255,2014,08,13,0.0,,Y
IDCJAC0009,070255,2014,08,14,0.0,,Y
IDCJAC0009,070255,2014,08,15,0.0,,Y
IDCJAC0009,070255,2014,08,16,0.0,,Y
IDCJAC0009,070255,2014,08,17,,,
IDCJAC0009,070255,2014,08,18,22.4,2,Y
IDCJAC0009,070255,2014,08,19,0.0,,Y
IDCJAC0009,070255,2014,08,20,0.0,,Y
IDCJAC0009,070255,2014,08,21,0.0,,Y
IDCJAC0009,070255,2014,08,22,0.0,,Y
IDCJAC0009,070255,2014,08,23,0.0,,Y
IDCJAC0009,070255,2014,08,24,0.6,1,Y
IDCJAC0009,070255,2014,08,25,0.0,,Y
IDCJAC0009,070255,2014,08,26,,,
IDCJAC0009,070255,2014,08,27,12.6,2,Y
IDCJAC0009,070255,2014,08,28,0.0,,Y
IDCJAC0009,070255,2014,08,29,0.0,,Y
IDCJAC0009,070255,2014,08,30,0.0,,Y
IDCJAC0009,070255,2014,08,31,0.0,,Y
IDCJAC0009,070255,2014,09,01,0.0,,Y
IDCJAC0009,070255,2014,09,02,0.0,,Y
IDCJAC0009,070255,2014,09,03,3.4,1,Y
IDCJAC0009,070255,2014,09,04,0.0,,Y
IDCJAC0009,070255,2014,09,05,0.0,,Y
IDCJAC0009,070255,2014,09,06,0.0,,Y
IDCJAC0009,070255,2014,09,07,0.0,,Y
IDCJAC0009,070255,2014,09,08,0.0,,Y
IDCJAC0009,070255,2014,09,09,0.0,,Y
IDCJAC0009,070255,2014,09,10,32.2,1,Y
IDCJAC0009,070255,2014,09,11,0.0,,Y
IDCJAC0009,070255,2014,09,12,0.0,,Y
IDCJAC0009,070255,2014,09,13,0.0,,Y
IDCJAC0009,070255,2014,09,14,0.0,,Y
IDCJAC0009,070255,2014,09,15,0.0,,Y
IDCJAC0009,070255,2014,09,16,1.8,1,Y
IDCJAC0009,070255,2014,09,17,0.0,,Y
IDCJAC0009,070255,2014,09,18,0.0,,Y
IDCJAC0009,070255,2014,09,19,0.0,,Y
IDCJAC0009,070255,2014,09,20,0.0,,Y
IDCJAC0009,070255,2014,09,21,0.0,,Y
IDCJAC0009,070255,2014,09,22,0.0,,Y
IDCJAC0009,070255,2014,09,23,0.0,,Y
IDCJAC0009,070255,2014,09,24,0.0,,Y
IDCJAC0009,070255,2014,09,25,2.6,1,Y
IDCJAC0009,070255,2014,09,26,0.0,,Y
IDCJAC0009,070255,2014,09,27,0.0,,Y
IDCJAC0009,070255,2014,09,28,0.0,,Y
IDCJAC0009,070255,2014,09,29,0.0,,Y
IDCJAC0009,070255,2014,09,30,0.0,,Y
IDCJAC0009,070255,2014,10,01,0.0,,Y
IDCJAC0009,070255,2014,10,02,0.0,,Y
IDCJAC0009,070255,2014,10,03,0.0,,Y
IDCJAC0009,070255,2014,10,04,0.0,,Y
IDCJAC0009,070255,2014,10,05,0.0,,Y
IDCJAC0009,070255,2014,10,06,0.0,,Y
IDCJAC0009,070255,2014,10,07,,,
IDCJAC0009,070255,2014,10,08,14.0,2,Y
IDCJAC0009,070255,2014,10,09,0.0,,Y
IDCJAC0009,070255,2014,10,10,0.0,,Y
IDCJAC0009,070255,2014,10,11,0.0,,Y
IDCJAC0009,070255,2014,10,12,0.0,,Y
IDCJAC0009,070255,2014,10,13,4.2,1,Y
IDCJAC0009,070255,2014,10,14,11.0,1,Y
IDCJAC0009,070255,2014,10,15,23.6,1,Y
IDCJAC0009,070255,2014,10,16,0.0,,Y
IDCJAC0009,070255,2014,10,17,0.0,,Y
IDCJAC0009,070255,2014,10,18,0.0,,Y
IDCJAC0009,070255,2014,10,19,0.0,,Y
IDCJAC0009,070255,2014,10,20,0.0,,Y
IDCJAC0009,070255,2014,10,21,0.0,,Y
IDCJAC0009,070255,2014,10,22,0.0,,Y
IDCJAC0009,070255,2014,10,23,0.0,,Y
IDCJAC0009,070255,2014,10,24,0.0,,Y
IDCJAC0009,070255,2014,10,25,0.0,,Y
IDCJAC0009,070255,2014,10,26,0.0,,Y
IDCJAC0009,070255,2014,10,27,0.0,,Y
IDCJAC0009,070255,2014,10,28,0.0,,Y
IDCJAC0009,070255,2014,10,29,0.0,,Y
IDCJAC0009,070255,2014,10,30,0.0,,Y
IDCJAC0009,070255,2014,10,31,0.0,,Y
IDCJAC0009,070255,2014,11,01,0.0,,Y
IDCJAC0009,070255,2014,11,02,0.0,,Y
IDCJAC0009,070255,2014,11,03,0.0,,Y
IDCJAC0009,070255,2014,11,04,0.0,,Y
IDCJAC0009,070255,2014,11,05,0.0,,Y
IDCJAC0009,070255,2014,11,06,0.0,,Y
IDCJAC0009,070255,2014,11,07,0.0,,Y
IDCJAC0009,070255,2014,11,08,0.0,,Y
IDCJAC0009,070255,2014,11,09,0.0,,Y
IDCJAC0009,070255,2014,11,10,0.0,,Y
IDCJAC0009,070255,2014,11,11,0.0,,Y
IDCJAC0009,070255,2014,11,12,0.0,,Y
IDCJAC0009,070255,2014,11,13,0.0,,Y
IDCJAC0009,070255,2014,11,14,0.0,,Y
IDCJAC0009,070255,2014,11,15,0.0,,Y
IDCJAC0009,070255,2014,11,16,,,
IDCJAC0009,070255,2014,11,17,24.7,2,Y
IDCJAC0009,070255,2014,11,18,0.0,,Y
IDCJAC0009,070255,2014,11,19,0.0,,Y
IDCJAC0009,070255,2014,11,20,0.0,,Y
IDCJAC0009,070255,2014,11,21,0.0,,Y
IDCJAC0009,070255,2014,11,22,0.0,,Y
IDCJAC0009,070255,2014,11,23,0.0,,Y
IDCJAC0009,070255,2014,11,24,0.0,,Y
IDCJAC0009,070255,2014,11,25,4.8,1,Y
IDCJAC0009,070255,2014,11,26,0.0,,Y
IDCJAC0009,070255,2014,11,27,0.0,,Y
IDCJAC0009,070255,2014,11,28,0.0,,Y
IDCJAC0009,070255,2014,11,29,0.0,,Y
IDCJAC0009,070255,2014,11,30,0.0,,Y
IDCJAC0009,070255,2014,12,01,7.2,1,Y
IDCJAC0009,070255,2014,12,02,1.0,1,Y
IDCJAC0009,070255,2014,12,03,0.0,,Y
IDCJAC0009,070255,2014,12,04,18.6,1,Y
IDCJAC0009,070255,2014,12,05,2.8,1,Y
IDCJAC0009,070255,2014,12,06,0.0,,Y
IDCJAC0009,070255,2014,12,07,21.8,1,Y
IDCJAC0009,070255,2014,12,08,0.0,,Y
IDCJAC0009,070255,2014,12,09,0.0,,Y
IDCJAC0009,070255,2014,12,10,0.0,,Y
IDCJAC0009,070255,2014,12,11,,,
IDCJAC0009,070255,2014,12,12,12.2,2,Y
IDCJAC0009,070255,2014,12,13,,,
IDCJAC0009,070255,2014,12,14,,,
IDCJAC0009,070255,2014,12,15,,,
IDCJAC0009,070255,2014,12,16,,,
IDCJAC0009,070255,2014,12,17,3.2,5,Y
IDCJAC0009,070255,2014,12,18,0.0,,Y
IDCJAC0009,070255,2014,12,19,0.0,,Y
IDCJAC0009,070255,2014,12,20,0.0,,Y
IDCJAC0009,070255,2014,12,21,0.0,,Y
IDCJAC0009,070255,2014,12,22,0.0,,Y
IDCJAC0009,070255,2014,12,23,5.8,1,Y
IDCJAC0009,070255,2014,12,24,3.6,1,Y
IDCJAC0009,070255,2014,12,25,0.0,,Y
IDCJAC0009,070255,2014,12,26,5.6,1,Y
IDCJAC0009,070255,2014,12,27,0.0,,Y
IDCJAC0009,070255,2014,12,28,0.0,,Y
IDCJAC0009,070255,2014,12,29,0.0,,Y
IDCJAC0009,070255,2014,12,30,0.0,,Y
IDCJAC0009,070255,2014,12,31,0.0,,Y
IDCJAC0009,070255,2015,01,01,0.0,,Y
IDCJAC0009,070255,2015,01,02,0.0,,Y
IDCJAC0009,070255,2015,01,03,0.0,,Y
IDCJAC0009,070255,2015,01,04,0.0,,Y
IDCJAC0009,070255,2015,01,05,0.8,1,Y
IDCJAC0009,070255,2015,01,06,1.6,1,Y
IDCJAC0009,070255,2015,01,07,0.0,,Y
IDCJAC0009,070255,2015,01,08,0.0,,Y
IDCJAC0009,070255,2015,01,09,22.2,1,Y
IDCJAC0009,070255,2015,01,10,,,
IDCJAC0009,070255,2015,01,11,,,
IDCJAC0009,070255,2015,01,12,52.4,3,Y
IDCJAC0009,070255,2015,01,13,0.0,,Y
IDCJAC0009,070255,2015,01,14,19.0,1,Y
IDCJAC0009,070255,2015,01,15,0.0,,Y
IDCJAC0009,070255,2015,01,16,0.0,,Y
IDCJAC0009,070255,2015,01,17,0.0,,Y
IDCJAC0009,070255,2015,01,18,0.0,,Y
IDCJAC0009,070255,2015,01,19,0.0,,Y
IDCJAC0009,070255,2015,01,20,0.0,,Y
IDCJAC0009,070255,2015,01,21,0.0,,Y
IDCJAC0009,070255,2015,01,22,8.4,1,Y
IDCJAC0009,070255,2015,01,23,0.0,,Y
IDCJAC0009,070255,2015,01,24,0.0,,Y
IDCJAC0009,070255,2015,01,25,0.0,,Y
IDCJAC0009,070255,2015,01,26,0.0,,Y
IDCJAC0009,070255,2015,01,27,0.0,,Y
